age,sex,race,marital_status,relationship,functional_weight,education,workclass,occupation,capital_gain,capital_loss,hours_per_week,country_name,target
41, Male, White, Married-civ-spouse, Husband,205153, Assoc-voc, Private, Exec-managerial,0,0,40, United-States,0
30, Male, White, Never-married, Not-in-family,197886, Some-college, Private, Sales,0,0,45, United-States,1
57, Male, White, Married-civ-spouse, Husband,319733, Bachelors, Private, Machine-op-inspct,0,0,40, Poland,1
45, Male, White, Married-civ-spouse, Husband,170871, HS-grad, Private, Craft-repair,7298,0,60, United-States,1
30, Male, White, Married-civ-spouse, Husband,75167, Some-college, Private, Machine-op-inspct,0,0,40, United-States,1
47, Male, White, Married-civ-spouse, Husband,93557, HS-grad, Private, Farming-fishing,0,0,40, United-States,0
31, Male, White, Married-civ-spouse, Husband,240771, Some-college, Private, Craft-repair,4386,0,50, United-States,1
28, Male, White, Divorced, Not-in-family,208249, Some-college, Private, Tech-support,0,0,24, United-States,0
35, Female, White, Never-married, Not-in-family,187329, Bachelors, Private, Prof-specialty,0,0,40, United-States,0
44, Male, Black, Married-civ-spouse, Husband,191295, Bachelors, Federal-gov, Exec-managerial,0,0,48, United-States,0
19, Female, White, Never-married, Own-child,271118, HS-grad, Private, Adm-clerical,0,0,28, United-States,0
23, Male, Black, Never-married, Other-relative,291248, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
25, Male, White, Never-married, Not-in-family,44363, HS-grad, Private, Handlers-cleaners,0,0,35, United-States,0
31, Female, White, Never-married, Not-in-family,170430, Prof-school, Private, Prof-specialty,0,0,80, ?,0
40, Male, White, Married-civ-spouse, Husband,132222, Some-college, Private, Machine-op-inspct,4386,0,50, United-States,1
61, Male, White, Married-civ-spouse, Husband,95450, Bachelors, Local-gov, Exec-managerial,5178,0,50, United-States,1
37, Male, White, Married-civ-spouse, Husband,251396, Assoc-acdm, Local-gov, Prof-specialty,0,0,45, Canada,1
30, Female, White, Never-married, Other-relative,219318, HS-grad, Private, Machine-op-inspct,0,0,35, Puerto-Rico,0
48, Male, White, Married-civ-spouse, Husband,237525, Bachelors, Private, Exec-managerial,7688,0,65, United-States,1
25, Male, Black, Separated, Not-in-family,122756, 11th, Private, Machine-op-inspct,0,0,35, United-States,0
55, Male, Black, Married-civ-spouse, Husband,190508, Some-college, Private, Transport-moving,0,0,35, United-States,0
32, Male, Black, Never-married, Own-child,53042, HS-grad, ?, ?,0,0,40, United-States,0
28, Male, White, Divorced, Unmarried,236861, Bachelors, Private, Craft-repair,0,0,50, United-States,0
51, Male, White, Married-civ-spouse, Husband,82578, Masters, Private, Prof-specialty,0,0,38, Canada,1
52, Male, White, Married-civ-spouse, Husband,42924, 12th, Private, Craft-repair,0,0,45, United-States,0
39, Male, White, Married-civ-spouse, Husband,77146, Bachelors, Private, Exec-managerial,0,1887,50, United-States,1
37, Male, White, Married-civ-spouse, Husband,204501, Bachelors, Self-emp-not-inc, Sales,0,0,20, Canada,1
22, Female, White, Never-married, Unmarried,416165, Some-college, Private, Sales,0,0,32, United-States,0
53, Male, White, Married-civ-spouse, Husband,246117, HS-grad, Private, Craft-repair,0,0,40, Mexico,0
48, Male, White, Married-civ-spouse, Husband,67725, Bachelors, Private, Sales,0,0,45, United-States,0
19, Female, White, Never-married, Not-in-family,530454, HS-grad, Private, Other-service,0,0,50, United-States,0
53, Female, Asian-Pac-Islander, Married-civ-spouse, Wife,173093, Some-college, Federal-gov, Exec-managerial,0,1887,40, Philippines,1
55, Female, White, Married-civ-spouse, Wife,308373, Some-college, Private, Exec-managerial,0,0,40, United-States,1
28, Male, Other, Never-married, Not-in-family,138054, Assoc-acdm, Private, Other-service,0,0,40, United-States,0
27, Male, White, Divorced, Not-in-family,50132, Some-college, Private, Sales,0,0,50, United-States,0
33, Male, White, Married-civ-spouse, Husband,174789, HS-grad, Private, Craft-repair,0,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,42645, HS-grad, Private, Farming-fishing,0,0,40, United-States,0
35, Male, White, Married-civ-spouse, Husband,112077, HS-grad, Private, Handlers-cleaners,5013,0,40, United-States,0
38, Male, White, Never-married, Not-in-family,82552, HS-grad, Private, Handlers-cleaners,594,0,50, United-States,0
22, Male, Black, Never-married, Own-child,230704, Assoc-acdm, Private, Handlers-cleaners,0,0,20, Jamaica,0
34, Male, White, Married-civ-spouse, Husband,108454, Some-college, Private, Exec-managerial,0,0,45, United-States,0
51, Male, White, Married-civ-spouse, Husband,207449, Bachelors, Private, Exec-managerial,0,0,55, United-States,0
41, Male, White, Married-civ-spouse, Husband,253060, Bachelors, Self-emp-inc, Sales,7688,0,45, United-States,1
33, Male, White, Married-civ-spouse, Husband,155343, HS-grad, Private, Sales,3103,0,40, United-States,1
36, Male, White, Never-married, Own-child,46706, HS-grad, Private, Other-service,0,0,40, United-States,0
36, Female, Black, Never-married, Own-child,44364, HS-grad, Federal-gov, Adm-clerical,0,0,36, United-States,0
25, Female, Black, Never-married, Not-in-family,251854, Some-college, Private, Adm-clerical,0,0,40, Jamaica,0
51, Male, White, Married-civ-spouse, Husband,124963, Bachelors, Private, Sales,0,0,40, United-States,1
44, Female, White, Never-married, Not-in-family,367749, Bachelors, Private, Prof-specialty,0,0,45, Mexico,0
52, Male, White, Married-civ-spouse, Husband,135716, HS-grad, Self-emp-not-inc, Farming-fishing,0,0,70, United-States,0
45, Female, White, Married-civ-spouse, Wife,320192, 1st-4th, Private, Other-service,0,0,40, United-States,0
26, Female, White, Divorced, Not-in-family,90980, Assoc-voc, Private, Adm-clerical,0,0,55, United-States,0
62, Male, White, Married-civ-spouse, Husband,266037, Some-college, ?, ?,0,0,40, United-States,0
18, Male, White, Separated, Own-child,163085, HS-grad, ?, ?,0,0,20, United-States,0
53, Male, White, Married-civ-spouse, Husband,114758, Masters, Private, Exec-managerial,15024,0,65, United-States,1
31, Male, White, Married-civ-spouse, Husband,106753, Assoc-voc, Private, Craft-repair,0,1740,40, United-States,0
48, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,119471, Doctorate, Private, Prof-specialty,0,0,40, India,1
25, Male, White, Never-married, Not-in-family,182227, Assoc-acdm, Private, Prof-specialty,0,0,55, United-States,0
26, Male, White, Married-civ-spouse, Husband,35917, HS-grad, Private, Sales,0,0,40, United-States,0
46, Male, White, Never-married, Not-in-family,20534, Bachelors, State-gov, Exec-managerial,0,0,45, United-States,0
28, Female, White, Married-civ-spouse, Wife,100829, Bachelors, Private, Exec-managerial,0,0,50, United-States,1
19, Male, White, Never-married, Other-relative,168601, 11th, Private, Other-service,0,0,30, United-States,0
32, Male, White, Married-civ-spouse, Husband,298332, Bachelors, Self-emp-not-inc, Prof-specialty,0,0,45, United-States,1
22, Female, White, Never-married, Not-in-family,50058, Some-college, Private, Adm-clerical,0,0,35, United-States,0
53, Male, White, Divorced, Not-in-family,124963, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
34, Male, White, Married-civ-spouse, Husband,254304, HS-grad, Self-emp-not-inc, Farming-fishing,4508,0,90, United-States,0
48, Male, Black, Married-civ-spouse, Husband,156410, HS-grad, Federal-gov, Adm-clerical,0,0,50, United-States,1
29, Male, White, Never-married, Own-child,142519, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
21, Male, White, Never-married, Own-child,119309, Some-college, Private, Tech-support,0,1602,16, United-States,0
56, Male, White, Divorced, Not-in-family,70720, Masters, Self-emp-inc, Exec-managerial,27828,0,60, United-States,1
74, Male, Black, Married-civ-spouse, Husband,209454, 5th-6th, Private, Transport-moving,0,0,40, United-States,0
76, Male, White, Married-civ-spouse, Husband,259612, HS-grad, Local-gov, Protective-serv,0,0,15, United-States,0
51, Female, White, Widowed, Unmarried,122288, Some-college, Private, Machine-op-inspct,0,0,36, United-States,0
19, Female, Black, Never-married, Own-child,176831, Some-college, Local-gov, Other-service,0,0,35, United-States,0
43, Male, White, Married-civ-spouse, Husband,114537, Bachelors, Federal-gov, Prof-specialty,0,0,40, United-States,0
41, Male, White, Divorced, Not-in-family,60949, HS-grad, Self-emp-inc, Craft-repair,0,0,55, United-States,0
42, Male, White, Married-civ-spouse, Husband,251229, Bachelors, Private, Transport-moving,0,0,40, United-States,0
47, Male, White, Married-civ-spouse, Husband,34845, Bachelors, Federal-gov, Adm-clerical,0,0,45, Germany,1
37, Male, White, Married-civ-spouse, Husband,143058, Some-college, Private, Craft-repair,0,0,40, United-States,0
52, Male, White, Married-civ-spouse, Husband,270728, 7th-8th, Private, Other-service,0,0,48, Cuba,0
46, Female, White, Separated, Unmarried,87250, Bachelors, Private, Tech-support,0,0,40, United-States,0
49, Female, White, Married-civ-spouse, Wife,119904, Bachelors, Local-gov, Prof-specialty,7688,0,30, United-States,1
21, Male, White, Never-married, Own-child,494638, Assoc-acdm, ?, ?,0,0,15, United-States,0
45, Male, White, Married-civ-spouse, Husband,341762, Masters, Private, Exec-managerial,0,0,65, United-States,1
36, Male, White, Married-civ-spouse, Husband,66304, Some-college, Private, Transport-moving,0,0,45, United-States,0
46, Female, White, Widowed, Not-in-family,200949, Bachelors, Self-emp-inc, Exec-managerial,0,0,50, ?,0
21, Male, Black, Never-married, Own-child,67804, 9th, Private, Machine-op-inspct,0,0,20, United-States,0
38, Male, White, Divorced, Unmarried,192939, HS-grad, Private, Craft-repair,0,0,40, United-States,0
24, Male, White, Never-married, Not-in-family,94395, Some-college, Private, Craft-repair,0,0,40, United-States,0
37, Female, White, Married-civ-spouse, Wife,221740, Bachelors, Local-gov, Prof-specialty,0,0,30, United-States,1
35, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,202397, Bachelors, Private, Craft-repair,0,0,40, Philippines,1
45, Female, White, Never-married, Not-in-family,118291, Some-college, Private, Craft-repair,0,0,80, United-States,0
22, Male, White, Never-married, Other-relative,166371, HS-grad, Private, Other-service,0,0,40, ?,0
44, Male, Other, Married-spouse-absent, Not-in-family,232421, HS-grad, Private, Transport-moving,0,0,32, Canada,0
35, Male, White, Never-married, Not-in-family,245372, HS-grad, Federal-gov, Adm-clerical,0,0,40, United-States,0
58, Male, White, Divorced, Not-in-family,104333, HS-grad, Self-emp-inc, Sales,0,0,50, United-States,0
58, Male, Black, Married-civ-spouse, Husband,188982, HS-grad, Private, Handlers-cleaners,0,0,20, United-States,1
38, Male, White, Married-civ-spouse, Husband,119992, Some-college, Private, Prof-specialty,0,0,40, United-States,0
40, Male, White, Divorced, Own-child,248406, Some-college, Private, Machine-op-inspct,0,0,32, United-States,0
59, Male, White, Married-civ-spouse, Husband,179594, HS-grad, Private, Sales,0,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,48063, Bachelors, Self-emp-not-inc, Prof-specialty,0,0,55, United-States,1
41, Male, White, Married-civ-spouse, Husband,236021, Bachelors, Self-emp-inc, Prof-specialty,15024,0,40, United-States,1
43, Female, Black, Divorced, Unmarried,253759, HS-grad, Private, Adm-clerical,0,0,45, United-States,0
29, Female, White, Married-civ-spouse, Wife,159782, Masters, State-gov, Prof-specialty,0,0,45, United-States,1
33, Male, White, Never-married, Not-in-family,183000, Some-college, Private, Other-service,0,0,24, United-States,0
42, Male, White, Married-civ-spouse, Husband,111483, Bachelors, Private, Tech-support,0,0,50, United-States,1
49, Male, Black, Divorced, Not-in-family,337666, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
56, Male, White, Separated, Unmarried,205735, 1st-4th, Private, Machine-op-inspct,0,0,40, United-States,0
25, Male, White, Married-civ-spouse, Husband,138765, Some-college, Private, Machine-op-inspct,0,0,40, United-States,0
56, Male, White, Married-civ-spouse, Other-relative,201318, 9th, Self-emp-not-inc, Exec-managerial,3411,0,50, Columbia,0
33, Female, White, Divorced, Not-in-family,100734, HS-grad, Local-gov, Tech-support,0,0,55, United-States,0
21, Male, White, Never-married, Own-child,25631, Some-college, Self-emp-not-inc, Farming-fishing,0,0,40, United-States,0
67, Male, White, Divorced, Not-in-family,158301, HS-grad, Private, Transport-moving,0,0,60, United-States,0
40, Male, White, Married-civ-spouse, Husband,115161, HS-grad, Private, Transport-moving,0,0,30, United-States,0
39, Male, White, Married-civ-spouse, Husband,131288, Assoc-acdm, Self-emp-inc, Sales,5178,0,48, United-States,1
36, Male, White, Married-civ-spouse, Husband,111377, 10th, Private, Craft-repair,0,0,40, United-States,0
42, Male, White, Widowed, Unmarried,257328, HS-grad, Private, Transport-moving,0,0,40, United-States,0
34, Female, White, Divorced, Unmarried,167999, HS-grad, Local-gov, Adm-clerical,0,0,33, United-States,0
41, Female, White, Divorced, Unmarried,59938, HS-grad, Private, Adm-clerical,0,0,43, United-States,0
48, Male, White, Divorced, Not-in-family,240629, HS-grad, Private, Transport-moving,0,0,65, United-States,0
45, Male, White, Married-civ-spouse, Husband,201699, Assoc-voc, Private, Machine-op-inspct,0,0,40, United-States,1
27, Male, White, Never-married, Not-in-family,177351, Bachelors, Private, Sales,0,0,45, United-States,0
47, Male, Black, Married-civ-spouse, Husband,583755, HS-grad, Private, Adm-clerical,0,0,40, United-States,1
23, Female, White, Never-married, Not-in-family,41031, Some-college, Federal-gov, Sales,0,0,35, United-States,0
55, Male, White, Married-civ-spouse, Husband,255364, Some-college, Private, Exec-managerial,0,0,60, United-States,1
37, Female, White, Divorced, Unmarried,234807, Bachelors, Private, Exec-managerial,7430,0,45, United-States,1
37, Male, White, Never-married, Not-in-family,30267, 11th, Private, Transport-moving,0,0,60, United-States,1
45, Male, White, Married-civ-spouse, Husband,31339, Bachelors, Private, Adm-clerical,0,0,45, United-States,1
38, Male, White, Married-civ-spouse, Husband,91039, Bachelors, Private, Sales,15024,0,60, United-States,1
37, Male, White, Married-civ-spouse, Husband,114605, HS-grad, Private, Farming-fishing,0,0,40, United-States,0
27, Male, Black, Married-civ-spouse, Husband,132963, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
25, Female, White, Divorced, Own-child,175370, Some-college, Private, Machine-op-inspct,0,0,40, United-States,0
55, Male, White, Married-civ-spouse, Husband,184702, HS-grad, Self-emp-not-inc, Sales,0,0,40, United-States,0
41, Female, Asian-Pac-Islander, Divorced, Not-in-family,97632, Some-college, Private, Sales,0,0,32, United-States,0
56, Male, White, Married-civ-spouse, Husband,98418, Prof-school, Self-emp-inc, Prof-specialty,99999,0,40, United-States,1
38, Male, White, Divorced, Own-child,316211, HS-grad, Private, Craft-repair,0,0,40, United-States,0
35, Female, White, Divorced, Unmarried,332588, HS-grad, Private, Other-service,0,0,30, United-States,0
24, Male, White, Never-married, Not-in-family,262570, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
62, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,81534, Some-college, Private, Sales,0,0,40, United-States,1
44, Male, White, Married-civ-spouse, Husband,174283, Bachelors, Private, Sales,0,0,50, United-States,1
