age,sex,race,marital_status,relationship_label,relationship,functional_weight,education,education_num,workclass,occupation,capital_gain,capital_loss,hours_per_week,native_country,country_name,target
40, Male, White, Married-civ-spouse,0, Husband,99185, Bachelors,13, Self-emp-inc, Prof-specialty,0,0,60,39, United-States,0
60, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,85995, Masters,14, Private, Adm-clerical,0,0,50,35, South,1
32, Female, White, Never-married,1, Not-in-family,211028, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
22, Female, White, Never-married,3, Own-child,289982, Bachelors,13, Local-gov, Prof-specialty,0,0,35,39, United-States,0
59, Male, White, Married-civ-spouse,0, Husband,52822, Bachelors,13, Self-emp-inc, Craft-repair,0,0,60,39, United-States,0
31, Male, White, Married-civ-spouse,0, Husband,236599, Bachelors,13, Private, Exec-managerial,0,0,45,39, United-States,1
34, Male, White, Married-civ-spouse,0, Husband,107793, HS-grad,9, Private, Craft-repair,0,0,40,11, Germany,1
51, Female, White, Divorced,4, Unmarried,194259, Bachelors,13, Private, Tech-support,0,0,40,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,161141, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
56, Female, White, Divorced,1, Not-in-family,435836, Masters,14, Local-gov, Prof-specialty,0,0,40,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,110402, 11th,7, Private, Sales,0,0,35,39, United-States,0
40, Female, White, Never-married,3, Own-child,264663, Bachelors,13, Private, Prof-specialty,0,0,60,39, United-States,0
42, Female, White, Never-married,4, Unmarried,191149, Masters,14, Local-gov, Prof-specialty,0,0,40,39, United-States,0
40, Male, White, Married-civ-spouse,0, Husband,188436, Some-college,10, Local-gov, Protective-serv,7298,0,40,39, United-States,1
46, Female, White, Married-civ-spouse,3, Own-child,428350, HS-grad,9, Private, Other-service,0,0,15,39, United-States,0
63, Female, White, Widowed,1, Not-in-family,216413, Bachelors,13, Private, Adm-clerical,0,0,25,39, United-States,0
37, Male, White, Married-civ-spouse,0, Husband,173968, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
25, Male, White, Never-married,3, Own-child,176162, Assoc-voc,11, Local-gov, Protective-serv,0,0,30,39, United-States,0
31, Male, White, Never-married,1, Not-in-family,227325, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,0
44, Male, White, Married-civ-spouse,0, Husband,214242, Some-college,10, Private, Transport-moving,0,0,50,39, United-States,1
55, Male, White, Married-civ-spouse,0, Husband,175127, Bachelors,13, State-gov, Adm-clerical,7688,0,38,39, United-States,1
62, Female, White, Widowed,2, Other-relative,136684, HS-grad,9, Self-emp-not-inc, Adm-clerical,0,0,30,39, United-States,0
28, Male, White, Married-civ-spouse,0, Husband,183151, 11th,7, Private, Handlers-cleaners,7688,0,40,39, United-States,1
32, Male, White, Married-civ-spouse,0, Husband,281437, Some-college,10, Private, Transport-moving,0,0,55,39, United-States,0
21, Female, White, Never-married,3, Own-child,211301, Some-college,10, Private, Adm-clerical,0,0,8,39, United-States,0
45, Female, White, Divorced,4, Unmarried,97176, 11th,7, Private, Adm-clerical,0,0,16,39, United-States,0
59, Male, White, Married-civ-spouse,0, Husband,75867, Masters,14, Private, Prof-specialty,0,0,60,39, United-States,0
32, Male, White, Never-married,3, Own-child,172714, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,0
41, Male, White, Married-civ-spouse,0, Husband,205153, Assoc-voc,11, Private, Exec-managerial,0,0,40,39, United-States,0
30, Male, White, Never-married,1, Not-in-family,197886, Some-college,10, Private, Sales,0,0,45,39, United-States,1
57, Male, White, Married-civ-spouse,0, Husband,319733, Bachelors,13, Private, Machine-op-inspct,0,0,40,31, Poland,1
45, Male, White, Married-civ-spouse,0, Husband,170871, HS-grad,9, Private, Craft-repair,7298,0,60,39, United-States,1
30, Male, White, Married-civ-spouse,0, Husband,75167, Some-college,10, Private, Machine-op-inspct,0,0,40,39, United-States,1
47, Male, White, Married-civ-spouse,0, Husband,93557, HS-grad,9, Private, Farming-fishing,0,0,40,39, United-States,0
31, Male, White, Married-civ-spouse,0, Husband,240771, Some-college,10, Private, Craft-repair,4386,0,50,39, United-States,1
28, Male, White, Divorced,1, Not-in-family,208249, Some-college,10, Private, Tech-support,0,0,24,39, United-States,0
35, Female, White, Never-married,1, Not-in-family,187329, Bachelors,13, Private, Prof-specialty,0,0,40,39, United-States,0
44, Male, Black, Married-civ-spouse,0, Husband,191295, Bachelors,13, Federal-gov, Exec-managerial,0,0,48,39, United-States,0
19, Female, White, Never-married,3, Own-child,271118, HS-grad,9, Private, Adm-clerical,0,0,28,39, United-States,0
23, Male, Black, Never-married,2, Other-relative,291248, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
25, Male, White, Never-married,1, Not-in-family,44363, HS-grad,9, Private, Handlers-cleaners,0,0,35,39, United-States,0
31, Female, White, Never-married,1, Not-in-family,170430, Prof-school,15, Private, Prof-specialty,0,0,80,0, ?,0
40, Male, White, Married-civ-spouse,0, Husband,132222, Some-college,10, Private, Machine-op-inspct,4386,0,50,39, United-States,1
61, Male, White, Married-civ-spouse,0, Husband,95450, Bachelors,13, Local-gov, Exec-managerial,5178,0,50,39, United-States,1
37, Male, White, Married-civ-spouse,0, Husband,251396, Assoc-acdm,12, Local-gov, Prof-specialty,0,0,45,2, Canada,1
30, Female, White, Never-married,2, Other-relative,219318, HS-grad,9, Private, Machine-op-inspct,0,0,35,33, Puerto-Rico,0
48, Male, White, Married-civ-spouse,0, Husband,237525, Bachelors,13, Private, Exec-managerial,7688,0,65,39, United-States,1
25, Male, Black, Separated,1, Not-in-family,122756, 11th,7, Private, Machine-op-inspct,0,0,35,39, United-States,0
55, Male, Black, Married-civ-spouse,0, Husband,190508, Some-college,10, Private, Transport-moving,0,0,35,39, United-States,0
32, Male, Black, Never-married,3, Own-child,53042, HS-grad,9, ?, ?,0,0,40,39, United-States,0
28, Male, White, Divorced,4, Unmarried,236861, Bachelors,13, Private, Craft-repair,0,0,50,39, United-States,0
51, Male, White, Married-civ-spouse,0, Husband,82578, Masters,14, Private, Prof-specialty,0,0,38,2, Canada,1
52, Male, White, Married-civ-spouse,0, Husband,42924, 12th,8, Private, Craft-repair,0,0,45,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,77146, Bachelors,13, Private, Exec-managerial,0,1887,50,39, United-States,1
37, Male, White, Married-civ-spouse,0, Husband,204501, Bachelors,13, Self-emp-not-inc, Sales,0,0,20,2, Canada,1
22, Female, White, Never-married,4, Unmarried,416165, Some-college,10, Private, Sales,0,0,32,39, United-States,0
53, Male, White, Married-civ-spouse,0, Husband,246117, HS-grad,9, Private, Craft-repair,0,0,40,26, Mexico,0
48, Male, White, Married-civ-spouse,0, Husband,67725, Bachelors,13, Private, Sales,0,0,45,39, United-States,0
19, Female, White, Never-married,1, Not-in-family,530454, HS-grad,9, Private, Other-service,0,0,50,39, United-States,0
53, Female, Asian-Pac-Islander, Married-civ-spouse,5, Wife,173093, Some-college,10, Federal-gov, Exec-managerial,0,1887,40,30, Philippines,1
55, Female, White, Married-civ-spouse,5, Wife,308373, Some-college,10, Private, Exec-managerial,0,0,40,39, United-States,1
28, Male, Other, Never-married,1, Not-in-family,138054, Assoc-acdm,12, Private, Other-service,0,0,40,39, United-States,0
27, Male, White, Divorced,1, Not-in-family,50132, Some-college,10, Private, Sales,0,0,50,39, United-States,0
33, Male, White, Married-civ-spouse,0, Husband,174789, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,0
37, Male, White, Married-civ-spouse,0, Husband,42645, HS-grad,9, Private, Farming-fishing,0,0,40,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,112077, HS-grad,9, Private, Handlers-cleaners,5013,0,40,39, United-States,0
38, Male, White, Never-married,1, Not-in-family,82552, HS-grad,9, Private, Handlers-cleaners,594,0,50,39, United-States,0
22, Male, Black, Never-married,3, Own-child,230704, Assoc-acdm,12, Private, Handlers-cleaners,0,0,20,23, Jamaica,0
34, Male, White, Married-civ-spouse,0, Husband,108454, Some-college,10, Private, Exec-managerial,0,0,45,39, United-States,0
51, Male, White, Married-civ-spouse,0, Husband,207449, Bachelors,13, Private, Exec-managerial,0,0,55,39, United-States,0
41, Male, White, Married-civ-spouse,0, Husband,253060, Bachelors,13, Self-emp-inc, Sales,7688,0,45,39, United-States,1
33, Male, White, Married-civ-spouse,0, Husband,155343, HS-grad,9, Private, Sales,3103,0,40,39, United-States,1
36, Male, White, Never-married,3, Own-child,46706, HS-grad,9, Private, Other-service,0,0,40,39, United-States,0
36, Female, Black, Never-married,3, Own-child,44364, HS-grad,9, Federal-gov, Adm-clerical,0,0,36,39, United-States,0
25, Female, Black, Never-married,1, Not-in-family,251854, Some-college,10, Private, Adm-clerical,0,0,40,23, Jamaica,0
51, Male, White, Married-civ-spouse,0, Husband,124963, Bachelors,13, Private, Sales,0,0,40,39, United-States,1
44, Female, White, Never-married,1, Not-in-family,367749, Bachelors,13, Private, Prof-specialty,0,0,45,26, Mexico,0
52, Male, White, Married-civ-spouse,0, Husband,135716, HS-grad,9, Self-emp-not-inc, Farming-fishing,0,0,70,39, United-States,0
45, Female, White, Married-civ-spouse,5, Wife,320192, 1st-4th,2, Private, Other-service,0,0,40,39, United-States,0
26, Female, White, Divorced,1, Not-in-family,90980, Assoc-voc,11, Private, Adm-clerical,0,0,55,39, United-States,0
62, Male, White, Married-civ-spouse,0, Husband,266037, Some-college,10, ?, ?,0,0,40,39, United-States,0
18, Male, White, Separated,3, Own-child,163085, HS-grad,9, ?, ?,0,0,20,39, United-States,0
53, Male, White, Married-civ-spouse,0, Husband,114758, Masters,14, Private, Exec-managerial,15024,0,65,39, United-States,1
31, Male, White, Married-civ-spouse,0, Husband,106753, Assoc-voc,11, Private, Craft-repair,0,1740,40,39, United-States,0
48, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,119471, Doctorate,16, Private, Prof-specialty,0,0,40,19, India,1
25, Male, White, Never-married,1, Not-in-family,182227, Assoc-acdm,12, Private, Prof-specialty,0,0,55,39, United-States,0
26, Male, White, Married-civ-spouse,0, Husband,35917, HS-grad,9, Private, Sales,0,0,40,39, United-States,0
46, Male, White, Never-married,1, Not-in-family,20534, Bachelors,13, State-gov, Exec-managerial,0,0,45,39, United-States,0
28, Female, White, Married-civ-spouse,5, Wife,100829, Bachelors,13, Private, Exec-managerial,0,0,50,39, United-States,1
19, Male, White, Never-married,2, Other-relative,168601, 11th,7, Private, Other-service,0,0,30,39, United-States,0
32, Male, White, Married-civ-spouse,0, Husband,298332, Bachelors,13, Self-emp-not-inc, Prof-specialty,0,0,45,39, United-States,1
22, Female, White, Never-married,1, Not-in-family,50058, Some-college,10, Private, Adm-clerical,0,0,35,39, United-States,0
53, Male, White, Divorced,1, Not-in-family,124963, HS-grad,9, Private, Handlers-cleaners,0,0,40,39, United-States,0
34, Male, White, Married-civ-spouse,0, Husband,254304, HS-grad,9, Self-emp-not-inc, Farming-fishing,4508,0,90,39, United-States,0
48, Male, Black, Married-civ-spouse,0, Husband,156410, HS-grad,9, Federal-gov, Adm-clerical,0,0,50,39, United-States,1
29, Male, White, Never-married,3, Own-child,142519, HS-grad,9, Private, Handlers-cleaners,0,0,40,39, United-States,0
21, Male, White, Never-married,3, Own-child,119309, Some-college,10, Private, Tech-support,0,1602,16,39, United-States,0
56, Male, White, Divorced,1, Not-in-family,70720, Masters,14, Self-emp-inc, Exec-managerial,27828,0,60,39, United-States,1
74, Male, Black, Married-civ-spouse,0, Husband,209454, 5th-6th,3, Private, Transport-moving,0,0,40,39, United-States,0
76, Male, White, Married-civ-spouse,0, Husband,259612, HS-grad,9, Local-gov, Protective-serv,0,0,15,39, United-States,0
51, Female, White, Widowed,4, Unmarried,122288, Some-college,10, Private, Machine-op-inspct,0,0,36,39, United-States,0
19, Female, Black, Never-married,3, Own-child,176831, Some-college,10, Local-gov, Other-service,0,0,35,39, United-States,0
43, Male, White, Married-civ-spouse,0, Husband,114537, Bachelors,13, Federal-gov, Prof-specialty,0,0,40,39, United-States,0
41, Male, White, Divorced,1, Not-in-family,60949, HS-grad,9, Self-emp-inc, Craft-repair,0,0,55,39, United-States,0
42, Male, White, Married-civ-spouse,0, Husband,251229, Bachelors,13, Private, Transport-moving,0,0,40,39, United-States,0
47, Male, White, Married-civ-spouse,0, Husband,34845, Bachelors,13, Federal-gov, Adm-clerical,0,0,45,11, Germany,1
37, Male, White, Married-civ-spouse,0, Husband,143058, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,0
52, Male, White, Married-civ-spouse,0, Husband,270728, 7th-8th,4, Private, Other-service,0,0,48,5, Cuba,0
46, Female, White, Separated,4, Unmarried,87250, Bachelors,13, Private, Tech-support,0,0,40,39, United-States,0
49, Female, White, Married-civ-spouse,5, Wife,119904, Bachelors,13, Local-gov, Prof-specialty,7688,0,30,39, United-States,1
21, Male, White, Never-married,3, Own-child,494638, Assoc-acdm,12, ?, ?,0,0,15,39, United-States,0
45, Male, White, Married-civ-spouse,0, Husband,341762, Masters,14, Private, Exec-managerial,0,0,65,39, United-States,1
36, Male, White, Married-civ-spouse,0, Husband,66304, Some-college,10, Private, Transport-moving,0,0,45,39, United-States,0
46, Female, White, Widowed,1, Not-in-family,200949, Bachelors,13, Self-emp-inc, Exec-managerial,0,0,50,0, ?,0
21, Male, Black, Never-married,3, Own-child,67804, 9th,5, Private, Machine-op-inspct,0,0,20,39, United-States,0
38, Male, White, Divorced,4, Unmarried,192939, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,0
24, Male, White, Never-married,1, Not-in-family,94395, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,0
37, Female, White, Married-civ-spouse,5, Wife,221740, Bachelors,13, Local-gov, Prof-specialty,0,0,30,39, United-States,1
35, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,202397, Bachelors,13, Private, Craft-repair,0,0,40,30, Philippines,1
45, Female, White, Never-married,1, Not-in-family,118291, Some-college,10, Private, Craft-repair,0,0,80,39, United-States,0
22, Male, White, Never-married,2, Other-relative,166371, HS-grad,9, Private, Other-service,0,0,40,0, ?,0
44, Male, Other, Married-spouse-absent,1, Not-in-family,232421, HS-grad,9, Private, Transport-moving,0,0,32,2, Canada,0
35, Male, White, Never-married,1, Not-in-family,245372, HS-grad,9, Federal-gov, Adm-clerical,0,0,40,39, United-States,0
58, Male, White, Divorced,1, Not-in-family,104333, HS-grad,9, Self-emp-inc, Sales,0,0,50,39, United-States,0
58, Male, Black, Married-civ-spouse,0, Husband,188982, HS-grad,9, Private, Handlers-cleaners,0,0,20,39, United-States,1
38, Male, White, Married-civ-spouse,0, Husband,119992, Some-college,10, Private, Prof-specialty,0,0,40,39, United-States,0
40, Male, White, Divorced,3, Own-child,248406, Some-college,10, Private, Machine-op-inspct,0,0,32,39, United-States,0
59, Male, White, Married-civ-spouse,0, Husband,179594, HS-grad,9, Private, Sales,0,0,40,39, United-States,0
37, Male, White, Married-civ-spouse,0, Husband,48063, Bachelors,13, Self-emp-not-inc, Prof-specialty,0,0,55,39, United-States,1
41, Male, White, Married-civ-spouse,0, Husband,236021, Bachelors,13, Self-emp-inc, Prof-specialty,15024,0,40,39, United-States,1
43, Female, Black, Divorced,4, Unmarried,253759, HS-grad,9, Private, Adm-clerical,0,0,45,39, United-States,0
29, Female, White, Married-civ-spouse,5, Wife,159782, Masters,14, State-gov, Prof-specialty,0,0,45,39, United-States,1
33, Male, White, Never-married,1, Not-in-family,183000, Some-college,10, Private, Other-service,0,0,24,39, United-States,0
42, Male, White, Married-civ-spouse,0, Husband,111483, Bachelors,13, Private, Tech-support,0,0,50,39, United-States,1
49, Male, Black, Divorced,1, Not-in-family,337666, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
56, Male, White, Separated,4, Unmarried,205735, 1st-4th,2, Private, Machine-op-inspct,0,0,40,39, United-States,0
25, Male, White, Married-civ-spouse,0, Husband,138765, Some-college,10, Private, Machine-op-inspct,0,0,40,39, United-States,0
56, Male, White, Married-civ-spouse,2, Other-relative,201318, 9th,5, Self-emp-not-inc, Exec-managerial,3411,0,50,4, Columbia,0
33, Female, White, Divorced,1, Not-in-family,100734, HS-grad,9, Local-gov, Tech-support,0,0,55,39, United-States,0
21, Male, White, Never-married,3, Own-child,25631, Some-college,10, Self-emp-not-inc, Farming-fishing,0,0,40,39, United-States,0
67, Male, White, Divorced,1, Not-in-family,158301, HS-grad,9, Private, Transport-moving,0,0,60,39, United-States,0
40, Male, White, Married-civ-spouse,0, Husband,115161, HS-grad,9, Private, Transport-moving,0,0,30,39, United-States,0
